vin,customer_name,customer_contact,service_date,odometer_reading,complaint,diagnosis,recommended,service_performed,parts_used,labor_hours_billed,technician,invoice_total,make,model,year,created_at,shop_id
SYNTHVIN000022,James Brown,-7910,7/28/2025 0:00,1731,customer states loud knocking sound,unable to replicate,Electrical diagnostic and repair,Electrical diagnostic,Transmission fluid,0.23,Laura Smith,537.79,Jeep,Grand Cherokee,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000022,James Brown,-7910,12/6/2022 0:00,14130,trans slipping after warm up,O2 sensor fault,Electrical diagnostic and repair,Spark plug replacement,Transmission fluid,5,Laura Smith,1020.75,Chevrolet,Silverado,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000022,James Brown,-7910,4/3/2022 0:00,26529,trans slipping after warm up,worn alternator bearings,Electrical diagnostic and repair,Brake pad replacement,,6.14,nan,424.32,Nissan,Altima,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000022,James Brown,-7910,6/6/2025 0:00,38928,check brakes - squeak,low refrigerant,Electrical diagnostic and repair,Transmission fluid flush,Oil filter - FRAM PH2,4.05,nan,452.8,Honda,Civic,2024,8/4/2025 1:34,dev_shop_001
SYNTHVIN000022,James Brown,-7910,1/10/2022 0:00,51327,strange grinding noise,suspected alternator issue,Electrical diagnostic and repair,Warranty repair - no charge,Transmission fluid,3.8,Unassigned,513.58,VW,Jetta,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000022,James Brown,-7910,5/7/2023 0:00,63726,AC not cold enough,low refrigerant,Electrical diagnostic and repair,Transmission fluid flush,Alternator Duralast,6.18,John Doe,725.37,Ford,Escape,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000023,Jane Smith,-5866,10/31/2021 0:00,1731,customer states loud knocking sound,bad starter relay,Brake pad replacement,Head gasket replacement,Oil filter - FRAM PH2,0.26,Mike D.,914.14,Jeep,Grand Cherokee,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000023,Jane Smith,-5866,1/20/2023 0:00,14130,check brakes - squeak,likely spark plugs,Brake pad replacement,Customer declined service,,3.82,Laura Smith,320.47,Jeep,Grand Cherokee,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000024,Robert Doe,-5757,5/7/2023 0:00,1731,AC not cold enough,unable to replicate,Rotor machining or replacement,Transmission fluid flush,Transmission fluid,3.02,John Doe,244.27,Nissan,Altima,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000024,Robert Doe,-5757,8/23/2022 0:00,14130,AC not cold enough,parasitic draw,Rotor machining or replacement,Customer declined service,SP-134A,6.45,Unassigned,442.23,Dodge,Ram 1500,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000024,Robert Doe,-5757,11/6/2021 0:00,26529,engine light randomly comes on,likely spark plugs,Rotor machining or replacement,Spark plug replacement,Transmission fluid,6.68,Tina Brown,949.86,Dodge,Ram 1500,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000024,Robert Doe,-5757,5/10/2022 0:00,38928,AC not cold enough,no fault found,Rotor machining or replacement,Tire balancing,,1.86,John Doe,395.43,Ford,Mustang,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000025,John Smith,-9769,8/26/2024 0:00,1731,strange grinding noise,unable to replicate,Oil pan replacement,Brake pad replacement,O2-SENSOR-BOSCH,4.59,Laura Smith,345.59,Toyota,Camry,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000025,John Smith,-9769,6/3/2025 0:00,14130,trans slipping after warm up,likely spark plugs,Oil pan replacement,Transmission fluid flush,,6.04,John Doe,1027.25,Dodge,Ram 1500,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000025,John Smith,-9769,7/5/2023 0:00,26529,car won't start after sitting overnight,suspected transmission issue,Oil pan replacement,Tire balancing,Transmission fluid,3.95,Carlos Garcia,48.45,Dodge,Ram 1500,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000026,Jane Smith,-5866,8/27/2021 0:00,1731,battery keeps dying,worn alternator bearings,Brake pad replacement,Tire balancing,,2.78,nan,655.33,VW,Jetta,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000027,Carlos Smith,-9200,4/3/2025 0:00,1731,steering wheel shakes bad,suspected transmission issue,Brake pad replacement,Spark plug replacement,,0.57,John Doe,867.57,Chevrolet,Silverado,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000027,Carlos Smith,-9200,11/30/2021 0:00,14130,strange grinding noise,worn alternator bearings,Brake pad replacement,Brake pad replacement,SP-134A,4.42,Mike D.,198.82,Toyota,Camry,2010,8/4/2025 1:34,dev_shop_001
SYNTHVIN000027,Carlos Smith,-9200,6/12/2022 0:00,26529,oil leaking in driveway,parasitic draw,Brake pad replacement,Tire balancing,SP-134A,4.84,Tina Brown,518.02,Toyota,Camry,2018,8/4/2025 1:34,dev_shop_001
SYNTHVIN000028,James Hodges,-8549,11/30/2021 0:00,1731,check brakes - squeak,worn alternator bearings,Head gasket replacement,Transmission fluid flush,Transmission fluid,2,Mike D.,181.42,Toyota,Camry,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000028,James Hodges,-8549,5/19/2024 0:00,14130,AC not cold enough,suspected transmission issue,Head gasket replacement,Transmission fluid flush,Brake pads - Wagner,5.6,nan,56.19,Chevrolet,Silverado,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000028,James Hodges,-8549,11/12/2024 0:00,26529,car won't start after sitting overnight,unable to replicate,Head gasket replacement,Spark plug replacement,,6.33,Laura Smith,797.7,Ford,Escape,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000029,Robert Doe,-5757,7/26/2023 0:00,1731,customer states loud knocking sound,O2 sensor fault,Throttle body cleaning,Spark plug replacement,O2-SENSOR-BOSCH,0.69,Tina Brown,710.82,Ford,Mustang,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000029,Robert Doe,-5757,8/19/2021 0:00,14130,engine light randomly comes on,likely spark plugs,Throttle body cleaning,Brake pad replacement,,6.67,Tina Brown,211.22,Dodge,Ram 1500,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000029,Robert Doe,-5757,6/6/2024 0:00,26529,car won't start after sitting overnight,O2 sensor fault,Throttle body cleaning,Brake pad replacement,Oil filter - FRAM PH2,2.78,nan,267.52,VW,Jetta,2007,8/4/2025 1:34,dev_shop_001
SYNTHVIN000029,Robert Doe,-5757,5/30/2022 0:00,38928,customer states loud knocking sound,O2 sensor fault,Throttle body cleaning,Brake pad replacement,,5.61,Tina Brown,437.18,Toyota,Camry,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000029,Robert Doe,-5757,9/22/2022 0:00,51327,customer states loud knocking sound,suspected alternator issue,Throttle body cleaning,Deferred,O2-SENSOR-BOSCH,3.15,Unassigned,1117.3,Chevrolet,Silverado,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000030,Laura Johnson,-3832,6/14/2022 0:00,1731,steering wheel shakes bad,likely spark plugs,Oil pan gasket replacement,Spark plug replacement,Brake pads - Wagner,2.82,Mike D.,533.79,Toyota,Camry,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000030,Laura Johnson,-3832,8/5/2024 0:00,14130,strange grinding noise,parasitic draw,Oil pan gasket replacement,Customer declined service,O2-SENSOR-BOSCH,6.7,nan,694.56,Honda,Civic,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000030,Laura Johnson,-3832,5/21/2025 0:00,26529,car won't start after sitting overnight,O2 sensor fault,Oil pan gasket replacement,Brake pad replacement,O2-SENSOR-BOSCH,6.75,Mike D.,728.32,Jeep,Grand Cherokee,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000030,Laura Johnson,-3832,8/11/2022 0:00,38928,car won't start after sitting overnight,bad starter relay,Oil pan gasket replacement,Spark plug replacement,Brake pads - Wagner,1.35,nan,321.79,Nissan,Altima,2018,8/4/2025 1:34,dev_shop_001
SYNTHVIN000030,Laura Johnson,-3832,11/3/2023 0:00,51327,customer states loud knocking sound,likely spark plugs,Oil pan gasket replacement,Customer declined service,Transmission fluid,6.08,Mike D.,393.18,Ford,Mustang,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000030,Laura Johnson,-3832,12/7/2024 0:00,63726,oil leaking in driveway,no fault found,Oil pan gasket replacement,Electrical diagnostic,SP-134A,3.13,Laura Smith,708.11,Toyota,Camry,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000031,James Hodges,-8549,4/29/2025 0:00,1731,engine light randomly comes on,worn alternator bearings,Head gasket replacement,Electrical diagnostic,SP-134A,6.63,Tina Brown,1145.34,Dodge,Ram 1500,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000031,James Hodges,-8549,3/31/2024 0:00,14130,customer states loud knocking sound,suspected alternator issue,Head gasket replacement,Spark plug replacement,,6.39,Laura Smith,163.81,Toyota,Camry,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000032,Jane Davis,-5252,7/5/2025 0:00,1731,trans slipping after warm up,low refrigerant,Cap inspection or replacement,Deferred,Transmission fluid,2.17,Carlos Garcia,137.42,Dodge,Ram 1500,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000032,Jane Davis,-5252,10/1/2023 0:00,14130,steering wheel shakes bad,suspected transmission issue,Cap inspection or replacement,Warranty repair - no charge,Alternator Duralast,2.17,nan,75.16,Dodge,Ram 1500,2010,8/4/2025 1:34,dev_shop_001
SYNTHVIN000032,Jane Davis,-5252,3/28/2023 0:00,26529,customer states loud knocking sound,suspected transmission issue,Cap inspection or replacement,Tire balancing,Oil filter - FRAM PH2,5.61,Mike D.,314.93,Toyota,Camry,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000032,Jane Davis,-5252,1/26/2025 0:00,38928,strange grinding noise,suspected alternator issue,Cap inspection or replacement,Tire balancing,Battery NAPA-65,3.82,nan,680.92,Ford,Mustang,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000032,Jane Davis,-5252,9/3/2024 0:00,51327,engine light randomly comes on,suspected transmission issue,Cap inspection or replacement,Electrical diagnostic,,2.5,Tina Brown,16.71,Nissan,Altima,2024,8/4/2025 1:34,dev_shop_001
SYNTHVIN000033,Laura Johnson,-3832,4/10/2025 0:00,1731,engine light randomly comes on,unable to replicate,Oil pan gasket replacement,Customer declined service,Oil filter - FRAM PH2,5.5,Tina Brown,481.94,Ford,Escape,2015,8/4/2025 1:34,dev_shop_001
SYNTHVIN000033,Laura Johnson,-3832,10/14/2022 0:00,14130,AC not cold enough,bad starter relay,Oil pan gasket replacement,Tire balancing,,6.04,nan,730.94,VW,Jetta,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000034,Carlos Smith,-9200,3/25/2023 0:00,1731,engine light randomly comes on,likely spark plugs,Oil pan replacement,Tire balancing,O2-SENSOR-BOSCH,3.3,Carlos Garcia,723.21,Nissan,Altima,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000034,Carlos Smith,-9200,7/4/2024 0:00,14130,trans slipping after warm up,parasitic draw,Oil pan replacement,Transmission fluid flush,SP-134A,6.8,nan,618.09,Honda,Civic,2019,8/4/2025 1:34,dev_shop_001
SYNTHVIN000034,Carlos Smith,-9200,11/28/2021 0:00,26529,oil leaking in driveway,low refrigerant,Oil pan replacement,Head gasket replacement,Transmission fluid,0.71,nan,136.28,Jeep,Grand Cherokee,2017,8/4/2025 1:34,dev_shop_001
SYNTHVIN000035,John Martinez,-9910,5/2/2025 0:00,1731,oil leaking in driveway,likely spark plugs,AC system recharge,Transmission fluid flush,,2.96,Carlos Garcia,930.38,VW,Jetta,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000035,John Martinez,-9910,10/23/2024 0:00,14130,steering wheel shakes bad,suspected transmission issue,AC system recharge,Warranty repair - no charge,,1.17,Mike D.,174.34,Ford,Escape,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000036,Robert Doe,-5757,10/23/2023 0:00,1731,engine light randomly comes on,O2 sensor fault,Rotor machining or replacement,Tire balancing,O2-SENSOR-BOSCH,6.1,Laura Smith,853.61,Dodge,Ram 1500,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000036,Robert Doe,-5757,12/18/2022 0:00,14130,strange grinding noise,O2 sensor fault,Rotor machining or replacement,Warranty repair - no charge,SP-134A,3.5,Carlos Garcia,68.59,Dodge,Ram 1500,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000036,Robert Doe,-5757,1/10/2023 0:00,26529,steering wheel shakes bad,suspected transmission issue,Rotor machining or replacement,Spark plug replacement,SP-134A,2.39,Tina Brown,1086.12,VW,Jetta,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000036,Robert Doe,-5757,11/2/2021 0:00,38928,oil leaking in driveway,worn alternator bearings,Rotor machining or replacement,Customer declined service,,1.83,Tina Brown,666.02,Honda,Civic,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000037,John Martinez,-9910,8/16/2021 0:00,1731,AC not cold enough,O2 sensor fault,AC system recharge,Customer declined service,,5.47,Unassigned,580.77,Toyota,Camry,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000037,John Martinez,-9910,12/4/2024 0:00,14130,AC not cold enough,suspected alternator issue,AC system recharge,Deferred,O2-SENSOR-BOSCH,2.94,Laura Smith,285.35,Ford,Mustang,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000037,John Martinez,-9910,6/10/2023 0:00,26529,steering wheel shakes bad,worn alternator bearings,AC system recharge,Electrical diagnostic,Transmission fluid,5.29,Laura Smith,930.58,Ford,Escape,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000038,James Johnson,-5398,2/8/2024 0:00,1731,steering wheel shakes bad,bad starter relay,AC system recharge,Spark plug replacement,Oil filter - FRAM PH2,3.16,Unassigned,43.54,Nissan,Altima,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000038,James Johnson,-5398,1/24/2024 0:00,14130,engine light randomly comes on,bad starter relay,AC system recharge,Transmission fluid flush,Transmission fluid,1.05,Tina Brown,271.63,Honda,Civic,2024,8/4/2025 1:34,dev_shop_001
SYNTHVIN000038,James Johnson,-5398,8/1/2022 0:00,26529,customer states loud knocking sound,parasitic draw,AC system recharge,Tire balancing,,4.26,John Doe,1100.44,Toyota,Camry,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000038,James Johnson,-5398,5/10/2023 0:00,38928,steering wheel shakes bad,suspected transmission issue,AC system recharge,Tire balancing,,2.29,Carlos Garcia,318.72,Chevrolet,Silverado,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000038,James Johnson,-5398,5/23/2023 0:00,51327,check brakes - squeak,suspected transmission issue,AC system recharge,Spark plug replacement,SP-134A,6.42,John Doe,67.09,VW,Jetta,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000039,Carlos Smith,-9200,1/8/2022 0:00,1731,engine light randomly comes on,suspected transmission issue,Brake pad replacement,Customer declined service,,4.52,Carlos Garcia,183.88,Jeep,Grand Cherokee,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000039,Carlos Smith,-9200,10/16/2021 0:00,14130,trans slipping after warm up,likely spark plugs,Brake pad replacement,Electrical diagnostic,O2-SENSOR-BOSCH,0.49,Carlos Garcia,245.39,Toyota,Camry,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000039,Carlos Smith,-9200,3/31/2025 0:00,26529,battery keeps dying,parasitic draw,Brake pad replacement,Spark plug replacement,Alternator Duralast,2.55,Carlos Garcia,261.1,Dodge,Ram 1500,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000039,Carlos Smith,-9200,1/18/2023 0:00,38928,AC not cold enough,no fault found,Brake pad replacement,Warranty repair - no charge,Battery NAPA-65,6.18,Carlos Garcia,0.7,Ford,Mustang,2013,8/4/2025 1:34,dev_shop_001
SYNTHVIN000040,Laura Johnson,-3832,6/20/2024 0:00,1731,engine light randomly comes on,bad starter relay,Tire balancing,Spark plug replacement,SP-134A,5.96,Carlos Garcia,775.28,Honda,Civic,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000040,Laura Johnson,-3832,11/16/2023 0:00,14130,battery keeps dying,likely spark plugs,Tire balancing,Warranty repair - no charge,Battery NAPA-65,3.6,John Doe,644.63,Toyota,Camry,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000040,Laura Johnson,-3832,12/14/2022 0:00,26529,check brakes - squeak,worn alternator bearings,Tire balancing,Transmission fluid flush,Brake pads - Wagner,2.01,Carlos Garcia,985.9,Honda,Civic,2006,8/4/2025 1:34,dev_shop_001
SYNTHVIN000041,Jane Brown,-3954,3/25/2023 0:00,1731,AC not cold enough,O2 sensor fault,Tire balancing,Head gasket replacement,Battery NAPA-65,4.4,Carlos Garcia,915.66,VW,Jetta,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000041,Jane Brown,-3954,5/7/2022 0:00,14130,AC not cold enough,suspected transmission issue,Tire balancing,Transmission fluid flush,,1.22,Tina Brown,73.24,Ford,Mustang,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000041,Jane Brown,-3954,9/28/2023 0:00,26529,engine light randomly comes on,bad starter relay,Tire balancing,Warranty repair - no charge,,4.49,Tina Brown,648.17,Ford,Mustang,2012,8/4/2025 1:34,dev_shop_001
SYNTHVIN000042,Mike Anderson,-7461,10/4/2024 0:00,1731,steering wheel shakes bad,suspected alternator issue,Rotor machining or replacement,Tire balancing,SP-134A,1.12,John Doe,99.98,Nissan,Altima,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000042,Mike Anderson,-7461,9/21/2022 0:00,14130,steering wheel shakes bad,no fault found,Rotor machining or replacement,Brake pad replacement,,4.05,Unassigned,1165.44,Jeep,Grand Cherokee,2014,8/4/2025 1:34,dev_shop_001
SYNTHVIN000043,Carlos Smith,-9200,9/5/2022 0:00,1731,strange grinding noise,suspected transmission issue,Brake pad replacement,Head gasket replacement,Transmission fluid,6.43,Tina Brown,510.48,Jeep,Grand Cherokee,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000043,Carlos Smith,-9200,8/22/2023 0:00,14130,AC not cold enough,O2 sensor fault,Brake pad replacement,Customer declined service,SP-134A,4.57,John Doe,1170.43,Jeep,Grand Cherokee,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000043,Carlos Smith,-9200,12/20/2022 0:00,26529,steering wheel shakes bad,worn alternator bearings,Brake pad replacement,Spark plug replacement,O2-SENSOR-BOSCH,6.45,nan,401.29,Nissan,Altima,2009,8/4/2025 1:34,dev_shop_001
SYNTHVIN000044,Laura Johnson,-3832,12/14/2022 0:00,1731,oil leaking in driveway,bad starter relay,Oil pan gasket replacement,Transmission fluid flush,Battery NAPA-65,5.09,Tina Brown,792.7,Ford,Escape,2024,8/4/2025 1:34,dev_shop_001
SYNTHVIN000044,Laura Johnson,-3832,11/16/2022 0:00,14130,check brakes - squeak,suspected transmission issue,Oil pan gasket replacement,Tire balancing,Alternator Duralast,2.98,Laura Smith,540.04,Hyundai,Elantra,2016,8/4/2025 1:34,dev_shop_001
SYNTHVIN000044,Laura Johnson,-3832,12/26/2024 0:00,26529,check brakes - squeak,worn alternator bearings,Oil pan gasket replacement,Spark plug replacement,Battery NAPA-65,4.59,nan,368.32,Dodge,Ram 1500,2005,8/4/2025 1:34,dev_shop_001
SYNTHVIN000045,Laura Johnson,-3832,10/25/2022 0:00,1731,strange grinding noise,suspected alternator issue,Gasket replacement,Customer declined service,Oil filter - FRAM PH2,4.82,Unassigned,1101.33,Chevrolet,Silverado,2019,8/4/2025 1:34,dev_shop_001
SYNTHVIN000045,Laura Johnson,-3832,5/8/2024 0:00,14130,customer states loud knocking sound,suspected alternator issue,Gasket replacement,Customer declined service,Battery NAPA-65,5.02,Mike D.,768.58,Dodge,Ram 1500,2019,8/4/2025 1:34,dev_shop_001
SYNTHVIN000045,Laura Johnson,-3832,9/14/2022 0:00,26529,check brakes - squeak,likely spark plugs,Gasket replacement,Head gasket replacement,,1.52,John Doe,1058.97,Nissan,Altima,2019,8/4/2025 1:34,dev_shop_001
SYNTHVIN000046,James Brown,-7910,3/2/2023 0:00,1731,engine light randomly comes on,suspected transmission issue,Battery replacement,Deferred,SP-134A,0.95,Mike D.,22.3,Honda,Civic,2022,8/4/2025 1:34,dev_shop_001
SYNTHVIN000046,James Brown,-7910,9/24/2022 0:00,14130,battery keeps dying,O2 sensor fault,Battery replacement,Transmission fluid flush,,0.57,Tina Brown,230.22,Nissan,Altima,2023,8/4/2025 1:34,dev_shop_001
SYNTHVIN000046,James Brown,-7910,6/24/2023 0:00,26529,battery keeps dying,unable to replicate,Battery replacement,Electrical diagnostic,,3.67,John Doe,796.63,Jeep,Grand Cherokee,2008,8/4/2025 1:34,dev_shop_001
SYNTHVIN000047,Jane Brown,-3954,4/15/2022 0:00,1731,check brakes - squeak,worn alternator bearings,Tire balancing,Electrical diagnostic,,0.64,John Doe,752.01,VW,Jetta,2020,8/4/2025 1:34,dev_shop_001
SYNTHVIN000047,Jane Brown,-3954,12/17/2022 0:00,14130,battery keeps dying,likely spark plugs,Tire balancing,Warranty repair - no charge,Alternator Duralast,1.73,nan,838.03,Dodge,Ram 1500,2011,8/4/2025 1:34,dev_shop_001
SYNTHVIN000047,Jane Brown,-3954,4/10/2022 0:00,26529,check brakes - squeak,suspected alternator issue,Tire balancing,Deferred,O2-SENSOR-BOSCH,1.63,Unassigned,77.6,Hyundai,Elantra,2021,8/4/2025 1:34,dev_shop_001
SYNTHVIN000047,Jane Brown,-3954,2/13/2023 0:00,38928,trans slipping after warm up,suspected transmission issue,Tire balancing,Electrical diagnostic,Brake pads - Wagner,4.16,Tina Brown,17.58,Ford,Mustang,2010,8/4/2025 1:34,dev_shop_001
SYNTHVIN000047,Jane Brown,-3954,7/11/2022 0:00,51327,check brakes - squeak,suspected transmission issue,Tire balancing,Tire balancing,O2-SENSOR-BOSCH,0.32,Unassigned,1071.13,Jeep,Grand Cherokee,2024,8/4/2025 1:34,dev_shop_001
